Gene_ID,Tau,Maximum_Tissue,Maximum_Median_TPM,Maximum_Tissue_Group,Tissues_with_Median_TPM_ge_5,Number_of_Tissues_with_Median_TPM_ge_5,Full_Gene_ID,Chromosome,Sequence_ID,Start,End,Strand,Gene_Length_bp,Description,Description_full,GO,InterPro,Pfam,PANTHER,Gene3D,Prosite,Superfamily,SMART,Dbxref_raw,Gene3D_IPRscan,PANTHER_IPRscan,Pfam_IPRscan,Prosite_IPRscan,Superfamily_IPRscan,SMART_IPRscan,PRINTS_IPRscan,Coils_IPRscan,TIGRFAM_IPRscan,Hamap_IPRscan,PIRSF_IPRscan,IPRscan_domain_descriptions,IPRscan_protein_isoforms,IPRscan_databases,IPRscan_unique_signatures,IPRscan_total_matches,Pfam_combined,PANTHER_combined,Gene3D_combined,Prosite_combined,Superfamily_combined,SMART_combined,TF_Family,TF_Mapping_Status,TF_Family_Conflict,Any_Ambiguous_Mapping,Number_of_supporting_NCBI_genes,Number_of_supporting_TF_proteins,Supporting_NCBI_genes,Supporting_PlantTFDB_Proteins,Maximum_Percent_Identity,Maximum_Query_Coverage,Maximum_Bitscore,Number_of_Tissues_TPM_ge_1,Number_of_Tissues_TPM_ge_5,Minimum_Median_TPM,Maximum_Median_TPM_Recalculated,Mean_Median_TPM,Median_Median_TPM,SD_Median_TPM,CV_Median_TPM,Maximum_Tissue_Recalculated,Expression_Class,Housekeeping_Stability_Score
Ca_10455,0.26129243003781705,Gynoecium,445.964751,Flower organs,Gynoecium;Root;Flower 4;Petal;Root tip;Root Hair;Seed Coat;Embryo;Seed 10 dap;Endosperm;Pod Shell;Flower 3;Flower 5;Germinating Seedling;Flower 2;Pedicel;SAM;Flower bud 1;Flower bud 3;Flower 1;Flower bud 2;Sepal;Flower bud 4;Seed 20 dap;Seed 5 dap;Androecium;Nodule;Shoot;Young leaf;Bracteole;Mature leaf;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_10455,chr04,cicar.CDCFrontier.gnm2.chr04,25997288,26000985,+,3698,Ubiquitin-conjugating enzyme family protein,Ubiquitin-conjugating enzyme family protein; IPR016135 (Ubiquitin-conjugating enzyme/RWD-like); GO:0016881 (acid-amino acid ligase activity),GO:0016881,IPR000608;IPR016135,PF00179,PTHR24067;PTHR24067:SF46,G3DSA:3.10.110.10,PS50127,SSF54495,SM00212,"Gene3D:G3DSA:3.10.110.10,InterPro:IPR000608,InterPro:IPR016135,PANTHER:PTHR24067,PANTHER:PTHR24067:SF46,Pfam:PF00179,Prosite:PS50127,SMART:SM00212,Superfamily:SSF54495",G3DSA:3.10.110.10,PTHR24067;PTHR24067:SF46,PF00179,PS50127,SSF54495,SM00212,NA,NA,NA,NA,NA,"Ubiquitin-conjugating enzyme;Ubiquitin-conjugating enzyme E2, catalytic domain homologues;Ubiquitin-conjugating enzymes family profile.",1,6,7,7,PF00179,PTHR24067;PTHR24067:SF46,G3DSA:3.10.110.10,PS50127,SSF54495,SM00212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,197.09393,445.964751,333.079012921875,336.02891999999997,68.6143364508805,0.20600017950387725,Gynoecium,Ubiquitous,0.46729260954169427
Ca_01843,0.2754361154567634,Flower bud 2,14.858937,Flower organs,Flower bud 2;Gynoecium;Embryo;Flower bud 1;Root tip;Young leaf;Flower 1;Petal;Flower bud 3;Endosperm;SAM;Pedicel;Flower 2;Seed Coat;Flower bud 4;Flower 3;Pod Shell;Flower 5;Flower 4;Germinating Seedling;Shoot;Sepal;Mature leaf;Androecium;Root Hair;Root;Seed 5 dap;Nodule;Seed 10 dap;Bracteole;Seed 20 dap;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_01843,chr01,cicar.CDCFrontier.gnm2.chr01,42419849,42430336,+,10488,uncharacterized protein LOC100527746 isoform X1 [Glycine max],"uncharacterized protein LOC100527746 isoform X1 [Glycine max]; IPR028119 (Snapin/Pallidin/Snn1); GO:0006886 (intracellular protein transport), GO:0031083 (BLOC-1 complex)","GO:0006886,GO:0031083",IPR017246;IPR028119,PF14712,PTHR31305;PTHR31305:SF1,NA,NA,NA,NA,"InterPro:IPR017246,InterPro:IPR028119,PANTHER:PTHR31305,PANTHER:PTHR31305:SF1,Pfam:PF14712",NA,PTHR31305;PTHR31305:SF1,PF14712,NA,NA,NA,NA,NA,NA,NA,NA,Snapin/Pallidin,1,2,3,3,PF14712,PTHR31305;PTHR31305:SF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,5.800879999999999,14.858937,10.894145609375,11.039831,2.2000767726392167,0.20195037330379834,Flower bud 2,Ubiquitous,0.4773864887605617
Ca_01878,0.23380226601584125,Flower bud 1,26.786081,Flower organs,Flower bud 1;Seed 10 dap;Flower bud 4;Flower bud 2;Shoot;Flower bud 3;Seed Coat;Flower 3;SAM;Flower 2;Seed 5 dap;Pedicel;Germinating Seedling;Flower 1;Young leaf;Gynoecium;Flower 5;Petal;Flower 4;Root;Sepal;Embryo;Bracteole;Pod Shell;Mature leaf;Nodule;Root tip;Root Hair;Seed 20 dap;Androecium;Endosperm;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_01878,chr01,cicar.CDCFrontier.gnm2.chr01,43061581,43064742,+,3162,uncharacterized protein LOC100817758 isoform X3 [Glycine max],uncharacterized protein LOC100817758 isoform X3 [Glycine max],NA,NA,NA,PTHR31315;PTHR31315:SF1,NA,NA,NA,NA,"Coils:Coil,PANTHER:PTHR31315,PANTHER:PTHR31315:SF1",NA,PTHR31315;PTHR31315:SF1,NA,NA,NA,NA,NA,Coil,NA,NA,NA,NA,1,2,3,3,NA,PTHR31315;PTHR31315:SF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,10.130416,26.786081,20.719142265625,22.737653,5.121854045388765,0.24720396142490902,Flower bud 1,Ubiquitous,0.4810062274407503
Ca_00907,0.254623719699187,Nodule,26.70252,Root/Nodule,Nodule;Seed 10 dap;Flower bud 3;Mature leaf;Flower bud 1;Gynoecium;Flower bud 2;Seed 5 dap;Flower 2;Petal;Flower bud 4;Flower 1;Androecium;Root Hair;Root tip;Shoot;Seed Coat;Flower 3;Pod Shell;Pedicel;Germinating Seedling;Young leaf;Flower 5;Seed 20 dap;Sepal;Seed 30 dap;Bracteole;Embryo;SAM;Root;Flower 4;Endosperm,32,cicar.CDCFrontier.gnm2.ann1.Ca_00907,chr01,cicar.CDCFrontier.gnm2.chr01,8209511,8239244,-,29734,ubiquitin protein ligase 6,ubiquitin protein ligase 6; IPR000569 (HECT); GO:0004842 (ubiquitin-protein ligase activity),GO:0004842,IPR000569,PF00632,PTHR11254;PTHR11254:SF70,G3DSA:3.30.2160.10,PS50237,SSF56204,SM00119,"Gene3D:G3DSA:3.30.2160.10,InterPro:IPR000569,PANTHER:PTHR11254,PANTHER:PTHR11254:SF70,Pfam:PF00632,Prosite:PS50237,SMART:SM00119,Superfamily:SSF56204",G3DSA:3.30.2160.10,PTHR11254;PTHR11254:SF70,PF00632,PS50237,SSF56204,SM00119,NA,NA,NA,NA,NA,Domain Homologous to E6-AP Carboxyl Terminus with;HECT-domain (ubiquitin-transferase);HECT domain profile.,1,6,7,7,PF00632,PTHR11254;PTHR11254:SF70,G3DSA:3.30.2160.10,PS50237,SSF56204,SM00119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,10.438915,26.70252,20.11589675,20.8869855,4.557166786278242,0.2265455446960495,Nodule,Ubiquitous,0.48116926439523655
Ca_08304,0.26357948174183543,Root,14.876392,Root/Nodule,Root;Flower 2;Flower 5;Seed 5 dap;Germinating Seedling;Flower bud 4;Flower 4;Flower 1;Flower 3;SAM;Gynoecium;Endosperm;Flower bud 2;Embryo;Seed Coat;Flower bud 1;Flower bud 3;Seed 10 dap;Root tip;Petal;Seed 30 dap;Sepal;Nodule;Young leaf;Pedicel;Seed 20 dap;Bracteole;Pod Shell;Root Hair;Androecium;Mature leaf;Shoot,32,cicar.CDCFrontier.gnm2.ann1.Ca_08304,chr03,cicar.CDCFrontier.gnm2.chr03,75986542,75990095,+,3554,uncharacterized protein LOC100797259 isoform X3 [Glycine max],"uncharacterized protein LOC100797259 isoform X3 [Glycine max]; IPR007527 (Zinc finger, SWIM-type); GO:0008270 (zinc ion binding)",GO:0008270,IPR006564;IPR007527,PF04434,NA,NA,PS50966,NA,SM00575,"InterPro:IPR006564,InterPro:IPR007527,Pfam:PF04434,Prosite:PS50966,SMART:SM00575",NA,NA,PF04434,PS50966,NA,SM00575,NA,NA,NA,NA,NA,plant mutator transposase zinc finger;SWIM zinc finger;Zinc finger SWIM-type profile.,1,3,3,3,PF04434,NA,NA,PS50966,NA,SM00575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,6.535659,14.876392,11.077815046875,11.7958055,2.453485706773378,0.22147740293475068,Root,Ubiquitous,0.48505688467658614
Ca_09535,0.2528060285834458,Nodule,11.240657,Root/Nodule,Nodule;Flower 2;Root tip;Mature leaf;Embryo;Shoot;Flower 1;Flower bud 1;Germinating Seedling;SAM;Seed 5 dap;Gynoecium;Flower bud 2;Flower 3;Petal;Pod Shell;Sepal;Root;Flower bud 4;Flower 5;Seed 30 dap;Young leaf;Flower bud 3;Root Hair;Pedicel;Bracteole;Seed Coat;Seed 10 dap;Seed 20 dap;Flower 4,30,cicar.CDCFrontier.gnm2.ann1.Ca_09535,chr04,cicar.CDCFrontier.gnm2.chr04,11533564,11548924,+,15361,Protein kinase superfamily protein,"Protein kinase superfamily protein; IPR002912 (ACT domain), IPR011009 (Protein kinase-like domain); GO:0004672 (protein kinase activity), GO:0004674 (protein serine/threonine kinase activity), GO:0005524 (ATP binding), GO:0006468 (protein phosphorylation), GO:0008152 (metabolic process), GO:0016597 (amino acid binding)","GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0008152,GO:0016597,GO:0016772",IPR000719;IPR001245;IPR002290;IPR002912;IPR008271;IPR011009,PF01842;PF07714,PTHR23257,G3DSA:1.10.510.10;G3DSA:3.30.200.20;G3DSA:3.30.70.260,PS00108;PS50011;PS51671,SSF55021;SSF56112,SM00220,"Coils:Coil,Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:3.30.200.20,Gene3D:G3DSA:3.30.70.260,InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR002290,InterPro:IPR002912,InterPro:IPR008271,InterPro:IPR011009,PANTHER:PTHR23257,PRINTS:PR00109,Pfam:PF01842,Pfam:PF07714,Prosite:PS00108,Prosite:PS50011,Prosite:PS51671,SMART:SM00220,Superfamily:SSF55021,Superfamily:SSF56112",G3DSA:1.10.510.10;G3DSA:3.30.200.20;G3DSA:3.30.70.260,PTHR23257,PF01842;PF07714,PS00108;PS50011;PS51671,SSF55021;SSF56112,SM00220,PR00109,Coil,NA,NA,NA,"ACT domain;ACT domain profile.;Protein kinase domain profile.;Protein tyrosine kinase;Serine/Threonine protein kinases active-site signature.;Serine/Threonine protein kinases, catalytic domain;Tyrosine kinase catalytic domain signature",1,9,14,18,PF01842;PF07714,PTHR23257,G3DSA:1.10.510.10;G3DSA:3.30.200.20;G3DSA:3.30.70.260,PS00108;PS50011;PS51671,SSF55021;SSF56112,SM00220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,4.113986,11.240657,8.487754453125,8.6853985,1.989178944387533,0.23435868171883345,Nodule,Ubiquitous,0.48716471030227926
Ca_22698,0.27051727996050856,Androecium,255.9645,Flower organs,Androecium;Flower bud 2;Petal;Root tip;Flower 4;Flower bud 3;Root Hair;Flower 2;Flower 3;Flower bud 1;Flower 1;Germinating Seedling;Flower bud 4;Flower 5;Pod Shell;Endosperm;Embryo;Seed 10 dap;Sepal;Gynoecium;SAM;Root;Seed Coat;Nodule;Young leaf;Bracteole;Pedicel;Seed 5 dap;Shoot;Mature leaf;Seed 20 dap;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_22698,chr07,cicar.CDCFrontier.gnm2.chr07,60759020,60762852,+,3833,"NADH:ubiquinone oxidoreductase, 17.2kDa subunit","NADH:ubiquinone oxidoreductase, 17.2kDa subunit; IPR007763 (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12); GO:0008137 (NADH dehydrogenase (ubiquinone) activity), GO:0009055 (electron carrier activity), GO:0016020 (membrane)","GO:0008137,GO:0009055,GO:0016020",IPR007763,PF05071,PTHR12910,NA,NA,NA,NA,"InterPro:IPR007763,PANTHER:PTHR12910,Pfam:PF05071",NA,PTHR12910,PF05071,NA,NA,NA,NA,NA,NA,NA,NA,NADH ubiquinone oxidoreductase subunit NDUFA12,1,2,2,2,PF05071,PTHR12910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,89.4776435,255.9645,188.885517828125,192.300377,41.616879872647914,0.22032859030789695,Androecium,Ubiquitous,0.49084587026840554
Ca_14380,0.30119785864780474,Germinating Seedling,100.307659,All tissues only,Germinating Seedling;Flower bud 1;Flower 3;Seed 5 dap;Flower bud 2;Root Hair;Seed 30 dap;Mature leaf;Flower bud 3;Gynoecium;Petal;Flower 5;Flower 2;Flower 1;Flower 4;Androecium;Seed 20 dap;Seed 10 dap;Root tip;Flower bud 4;Root;Pedicel;Shoot;Seed Coat;SAM;Nodule;Embryo;Pod Shell;Bracteole;Sepal;Endosperm;Young leaf,32,cicar.CDCFrontier.gnm2.ann1.Ca_14380,chr05,cicar.CDCFrontier.gnm2.chr05,68719383,68724487,-,5105,polyadenylate-binding protein 7-like isoform X1 [Glycine max],"polyadenylate-binding protein 7-like isoform X1 [Glycine max]; IPR009818 (Ataxin-2, C-terminal), IPR012677 (Nucleotide-binding, alpha-beta plait); GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding)","GO:0000166,GO:0003676",IPR000504;IPR009818;IPR012677,PF00076;PF07145,PTHR24011;PTHR24011:SF12,G3DSA:3.30.70.330,PS50102,SSF54928,SM00360,"Coils:Coil,Gene3D:G3DSA:3.30.70.330,InterPro:IPR000504,InterPro:IPR009818,InterPro:IPR012677,PANTHER:PTHR24011,PANTHER:PTHR24011:SF12,Pfam:PF00076,Pfam:PF07145,Prosite:PS50102,SMART:SM00360,Superfamily:SSF54928",G3DSA:3.30.70.330,PTHR24011;PTHR24011:SF12,PF00076;PF07145,PS50102,SSF54928,SM00360,NA,Coil,NA,NA,NA,"Ataxin-2 C-terminal region;Eukaryotic RNA Recognition Motif (RRM) profile.;RNA recognition motif;RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",1,7,9,14,PF00076;PF07145,PTHR24011;PTHR24011:SF12,G3DSA:3.30.70.330,PS50102,SSF54928,SM00360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,44.811214,100.307659,71.03934603125,72.823455,13.506543901049392,0.19012764975493865,Germinating Seedling,Ubiquitous,0.49132550840274336
Ca_17962,0.2811010836726215,Root,578.714868,Root/Nodule,Root;Embryo;SAM;Endosperm;Seed Coat;Flower 4;Seed 20 dap;Seed 5 dap;Flower 5;Flower bud 1;Root Hair;Pedicel;Pod Shell;Gynoecium;Germinating Seedling;Bracteole;Petal;Flower bud 2;Flower bud 3;Flower 3;Seed 10 dap;Sepal;Nodule;Flower 2;Flower 1;Flower bud 4;Young leaf;Mature leaf;Shoot;Seed 30 dap;Root tip;Androecium,32,cicar.CDCFrontier.gnm2.ann1.Ca_17962,chr06,cicar.CDCFrontier.gnm2.chr06,27301332,27308361,+,7030,macrophage migration inhibitory factor homolog [Glycine max],"macrophage migration inhibitory factor homolog [Glycine max]; IPR001398 (Macrophage migration inhibitory factor), IPR014347 (Tautomerase/MIF superfamily)",NA,IPR001398;IPR014347,PF01187,PTHR11954;PTHR11954:SF3,G3DSA:3.30.429.10,NA,SSF55331,NA,"Gene3D:G3DSA:3.30.429.10,InterPro:IPR001398,InterPro:IPR014347,PANTHER:PTHR11954,PANTHER:PTHR11954:SF3,Pfam:PF01187,Superfamily:SSF55331",G3DSA:3.30.429.10,PTHR11954;PTHR11954:SF3,PF01187,NA,SSF55331,NA,NA,NA,NA,NA,NA,Macrophage migration inhibitory factor (MIF),1,4,5,5,PF01187,PTHR11954;PTHR11954:SF3,G3DSA:3.30.429.10,NA,SSF55331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,183.95766,578.714868,421.121159484375,416.2078295,90.8773176140581,0.21579850731159936,Root,Ubiquitous,0.4968995909842209
Ca_00237,0.27673670771610687,Gynoecium,40.606877,Flower organs,Gynoecium;Seed 5 dap;Seed Coat;SAM;Endosperm;Flower 2;Flower 3;Embryo;Pedicel;Germinating Seedling;Root;Seed 10 dap;Flower 1;Flower 5;Flower 4;Flower bud 1;Nodule;Root Hair;Root tip;Pod Shell;Flower bud 2;Flower bud 3;Flower bud 4;Shoot;Petal;Mature leaf;Bracteole;Seed 20 dap;Sepal;Young leaf;Seed 30 dap;Androecium,32,cicar.CDCFrontier.gnm2.ann1.Ca_00237,chr01,cicar.CDCFrontier.gnm2.chr01,1781424,1785153,+,3730,nitric oxide synthase-interacting protein-like [Glycine max],"nitric oxide synthase-interacting protein-like [Glycine max]; IPR016818 (Nitric oxide synthase-interacting), IPR027799 (Replication termination factor 2, RING-finger); GO:0005515 (protein binding), GO:0008270 (zinc ion binding)","GO:0005515,GO:0008270",IPR001841;IPR013083;IPR016818;IPR027799,PF04641;PF13923,PTHR13063;PTHR13063:SF3,G3DSA:3.30.40.10,PS50089,SSF57850,SM00184,"Coils:Coil,Gene3D:G3DSA:3.30.40.10,InterPro:IPR001841,InterPro:IPR013083,InterPro:IPR016818,InterPro:IPR027799,PANTHER:PTHR13063,PANTHER:PTHR13063:SF3,PIR:PIRSF023577,Pfam:PF04641,Pfam:PF13923,Prosite:PS50089,SMART:SM00184,Superfamily:SSF57850",G3DSA:3.30.40.10,PTHR13063;PTHR13063:SF3,PF04641;PF13923,PS50089,SSF57850,SM00184,NA,Coil,NA,NA,PIRSF023577,"Ring finger;Rtf2 RING-finger;Zinc finger RING-type profile.;Zinc finger, C3HC4 type (RING finger)",1,8,10,14,PF04641;PF13923,PTHR13063;PTHR13063:SF3,G3DSA:3.30.40.10,PS50089,SSF57850,SM00184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,15.323154,40.606877,29.72063271875,31.280853999999998,6.545037596326741,0.2202186493895751,Gynoecium,Ubiquitous,0.49695535710568195
Ca_24385,0.2984792131588505,Petal,32.50026,Flower organs,Petal;Seed 10 dap;Pod Shell;Root Hair;Androecium;Root;Germinating Seedling;Seed Coat;Flower bud 1;Nodule;Pedicel;Flower bud 2;Flower 2;Gynoecium;Seed 5 dap;SAM;Flower 3;Flower bud 4;Flower 1;Flower bud 3;Shoot;Endosperm;Sepal;Flower 5;Mature leaf;Seed 20 dap;Flower 4;Embryo;Young leaf;Seed 30 dap;Root tip;Bracteole,32,cicar.CDCFrontier.gnm2.ann1.Ca_24385,chr08,cicar.CDCFrontier.gnm2.chr08,24530851,24536053,-,5203,RING finger protein 126-A-like [Glycine max],"RING finger protein 126-A-like [Glycine max]; IPR013083 (Zinc finger, RING/FYVE/PHD-type); GO:0005515 (protein binding), GO:0008270 (zinc ion binding)","GO:0005515,GO:0008270",IPR001841;IPR013083,PF13639;PF14369,PTHR22763;PTHR22763:SF0,G3DSA:3.30.40.10,PS50089,SSF57850,SM00184,"Gene3D:G3DSA:3.30.40.10,InterPro:IPR001841,InterPro:IPR013083,PANTHER:PTHR22763,PANTHER:PTHR22763:SF0,Pfam:PF13639,Pfam:PF14369,Prosite:PS50089,SMART:SM00184,Superfamily:SSF57850",G3DSA:3.30.40.10,PTHR22763;PTHR22763:SF0,PF13639;PF14369,PS50089,SSF57850,SM00184,NA,NA,NA,NA,NA,Ring finger;Ring finger domain;zinc-finger;Zinc finger RING-type profile.,1,6,8,8,PF13639;PF14369,PTHR22763;PTHR22763:SF0,G3DSA:3.30.40.10,PS50089,SSF57850,SM00184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,11.482675,32.50026,23.10275334375,24.1289235,4.607659562046438,0.19944200994090389,Petal,Ubiquitous,0.4979212230997544
Ca_04327,0.2891300761435555,Seed 20 dap,31.704905,Seed/Pod,Seed 20 dap;Pod Shell;Flower 2;Pedicel;Embryo;Shoot;Flower bud 1;Flower 3;Petal;Seed 10 dap;Flower 1;Seed 5 dap;Gynoecium;Germinating Seedling;Flower 5;Flower bud 2;SAM;Root Hair;Flower bud 4;Root tip;Flower bud 3;Seed Coat;Endosperm;Root;Sepal;Nodule;Flower 4;Mature leaf;Young leaf;Androecium;Seed 30 dap;Bracteole,32,cicar.CDCFrontier.gnm2.ann1.Ca_04327,chr02,cicar.CDCFrontier.gnm2.chr02,40579545,40587589,+,8045,sorting nexin 2B,"sorting nexin 2B; IPR001683 (Phox homologous domain), IPR015404 (Vps5 C-terminal); GO:0035091 (phosphatidylinositol binding)",GO:0035091,IPR001683;IPR015404,PF00787;PF09325,PTHR10555;PTHR10555:SF65,G3DSA:3.30.1520.10,PS50195,SSF103657;SSF64268,SM00312,"Coils:Coil,Gene3D:G3DSA:3.30.1520.10,InterPro:IPR001683,InterPro:IPR015404,PANTHER:PTHR10555,PANTHER:PTHR10555:SF65,Pfam:PF00787,Pfam:PF09325,Prosite:PS50195,SMART:SM00312,Superfamily:SSF103657,Superfamily:SSF64268",G3DSA:3.30.1520.10,PTHR10555;PTHR10555:SF65,PF00787;PF09325,PS50195,SSF103657;SSF64268,SM00312,NA,Coil,NA,NA,NA,"PhoX homologous domain, present in p47phox and p40phox.;PX domain;PX domain profile.;Vps5 C terminal like",1,7,10,12,PF00787;PF09325,PTHR10555;PTHR10555:SF65,G3DSA:3.30.1520.10,PS50195,SSF103657;SSF64268,SM00312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,11.40116,31.704905,22.824527203125,22.5228605,4.809922550597861,0.21073481644514916,Seed 20 dap,Ubiquitous,0.4998648925887047
Ca_10438,0.28050307917313155,Gynoecium,50.506322,Flower organs,Gynoecium;Seed 5 dap;Embryo;Petal;Root tip;Seed 10 dap;Flower 1;Mature leaf;Flower 2;Flower bud 1;Pod Shell;Flower bud 2;Root Hair;Flower bud 3;Flower 3;Flower bud 4;Seed 20 dap;Sepal;SAM;Endosperm;Pedicel;Seed Coat;Germinating Seedling;Bracteole;Flower 4;Young leaf;Flower 5;Seed 30 dap;Shoot;Root;Androecium;Nodule,32,cicar.CDCFrontier.gnm2.ann1.Ca_10438,chr04,cicar.CDCFrontier.gnm2.chr04,24926045,24932382,-,6338,sorting nexin 1,"sorting nexin 1; IPR001683 (Phox homologous domain), IPR015404 (Vps5 C-terminal); GO:0035091 (phosphatidylinositol binding)",GO:0035091,IPR001683;IPR015404,PF00787;PF09325,PTHR10555;PTHR10555:SF65,G3DSA:3.30.1520.10,PS50195,SSF103657;SSF64268,SM00312,"Coils:Coil,Gene3D:G3DSA:3.30.1520.10,InterPro:IPR001683,InterPro:IPR015404,PANTHER:PTHR10555,PANTHER:PTHR10555:SF65,Pfam:PF00787,Pfam:PF09325,Prosite:PS50195,SMART:SM00312,Superfamily:SSF103657,Superfamily:SSF64268",G3DSA:3.30.1520.10,PTHR10555;PTHR10555:SF65,PF00787;PF09325,PS50195,SSF103657;SSF64268,SM00312,NA,Coil,NA,NA,NA,"PhoX homologous domain, present in p47phox and p40phox.;PX domain;PX domain profile.;Vps5 C terminal like",1,7,10,10,PF00787;PF09325,PTHR10555;PTHR10555:SF65,G3DSA:3.30.1520.10,PS50195,SSF103657;SSF64268,SM00312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,22.689264,50.506322,36.7818675,35.3685035,8.095886299606379,0.22010536304624498,Gynoecium,Ubiquitous,0.5006084422193765
Ca_15443,0.28274372681275645,Flower 3,25.38303,Flower organs,Flower 3;Seed 5 dap;Flower 2;Flower bud 1;Flower bud 2;Shoot;Mature leaf;Flower 1;Pedicel;Nodule;Flower bud 3;Root Hair;Root;Seed 10 dap;Gynoecium;Petal;SAM;Pod Shell;Flower bud 4;Root tip;Seed Coat;Flower 5;Endosperm;Sepal;Germinating Seedling;Flower 4;Young leaf;Bracteole;Embryo;Androecium;Seed 30 dap;Seed 20 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_15443,chr05,cicar.CDCFrontier.gnm2.chr05,78640335,78646587,+,6253,cytosolic Fe-S cluster assembly factor NARFL-like protein,cytosolic Fe-S cluster assembly factor NARFL-like protein; IPR009016 (Iron hydrogenase),NA,IPR003149;IPR004108;IPR009016,PF02256;PF02906,PTHR11615;PTHR11615:SF31,G3DSA:3.40.50.1780;G3DSA:4.10.260.20,NA,SSF53920,SM00902,"Gene3D:G3DSA:3.40.50.1780,Gene3D:G3DSA:4.10.260.20,InterPro:IPR003149,InterPro:IPR004108,InterPro:IPR009016,PANTHER:PTHR11615,PANTHER:PTHR11615:SF31,Pfam:PF02256,Pfam:PF02906,SMART:SM00902,Superfamily:SSF53920",G3DSA:3.40.50.1780;G3DSA:4.10.260.20,PTHR11615;PTHR11615:SF31,PF02256;PF02906,NA,SSF53920,SM00902,NA,NA,NA,NA,NA,"Iron hydrogenase small subunit;Iron only hydrogenase large subunit, C-terminal domain",1,5,8,9,PF02256;PF02906,PTHR11615;PTHR11615:SF31,G3DSA:3.40.50.1780;G3DSA:4.10.260.20,NA,SSF53920,SM00902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,10.1515295,25.38303,18.430415390625,18.748950999999998,4.040660104483159,0.21923868881102493,Flower 3,Ubiquitous,0.5019824156237813
Ca_10071,0.30122196000050894,Seed 5 dap,41.698345,Seed/Pod,Seed 5 dap;Seed 10 dap;Gynoecium;Root tip;Flower 5;Pod Shell;Nodule;Androecium;Pedicel;Germinating Seedling;Petal;Flower bud 2;Embryo;Root Hair;Flower 3;Flower 2;Endosperm;Flower bud 4;Flower bud 1;Flower 1;Flower bud 3;Shoot;Sepal;SAM;Flower 4;Mature leaf;Seed Coat;Young leaf;Seed 30 dap;Root;Seed 20 dap;Bracteole,32,cicar.CDCFrontier.gnm2.ann1.Ca_10071,chr04,cicar.CDCFrontier.gnm2.chr04,17309369,17313410,+,4042,"Nucleic acid binding protein, putative n=1 Tax=Ricinus communis RepID=B9T3N1_RICCO","Nucleic acid binding protein, putative n=1 Tax=Ricinus communis RepID=B9T3N1_RICCO; IPR001878 (Zinc finger, CCHC-type); GO:0003676 (nucleic acid binding), GO:0008270 (zinc ion binding)","GO:0003676,GO:0008270",IPR001878,PF13917,PTHR31437;PTHR31437:SF1,NA,PS50158,SSF57756,NA,"InterPro:IPR001878,PANTHER:PTHR31437,PANTHER:PTHR31437:SF1,Pfam:PF13917,Prosite:PS50158,Superfamily:SSF57756",NA,PTHR31437;PTHR31437:SF1,PF13917,PS50158,SSF57756,NA,NA,NA,NA,NA,NA,Zinc finger CCHC-type profile.;Zinc knuckle,1,4,5,5,PF13917,PTHR31437;PTHR31437:SF1,NA,PS50158,SSF57756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,15.821453,41.698345,29.530402078125,30.424716500000002,5.946865281223467,0.20138111446943957,Seed 5 dap,Ubiquitous,0.5026030744699486
