Gene_ID,Domain_ID,Annotation_Type
Ca_10680,PF00690,Pfam
Ca_10680,PF00702,Pfam
Ca_10680,PF12515,Pfam
Ca_10682,PF00756,Pfam
Ca_10683,PF13912,Pfam
Ca_10684,PF09187,Pfam
Ca_10686,PF01210,Pfam
Ca_10686,PF07479,Pfam
Ca_10687,PF00756,Pfam
Ca_10688,PF00176,Pfam
Ca_10688,PF00271,Pfam
Ca_10688,PF13892,Pfam
Ca_10689,PF13202,Pfam
Ca_10689,PF13405,Pfam
Ca_10690,PF03181,Pfam
Ca_10691,PF01399,Pfam
Ca_10691,PF09440,Pfam
Ca_10692,PF00612,Pfam
Ca_10692,PF13178,Pfam
Ca_10693,PF06813,Pfam
Ca_10695,PF00149,Pfam
Ca_10698,PF00400,Pfam
Ca_10698,PF08799,Pfam
Ca_10699,PF00953,Pfam
Ca_10700,PF02037,Pfam
Ca_10700,PF03372,Pfam
Ca_10701,PF00704,Pfam
Ca_10702,PF08245,Pfam
Ca_10703,PF00472,Pfam
Ca_10703,PF03462,Pfam
Ca_10704,PF00082,Pfam
Ca_10705,PF01201,Pfam
Ca_10706,PF00646,Pfam
Ca_10708,PF01302,Pfam
Ca_10708,PF14560,Pfam
Ca_10710,PF01734,Pfam
Ca_10710,PF11815,Pfam
Ca_10711,PF00078,Pfam
Ca_10711,PF01348,Pfam
Ca_10712,PF03141,Pfam
Ca_10714,PF00651,Pfam
Ca_10714,PF11900,Pfam
Ca_10714,PF12796,Pfam
Ca_10715,PF01565,Pfam
Ca_10715,PF04030,Pfam
Ca_10716,PF03140,Pfam
Ca_10717,PF03140,Pfam
Ca_10718,PF03140,Pfam
Ca_10720,PF07723,Pfam
Ca_10721,PF00072,Pfam
Ca_10721,PF00249,Pfam
Ca_10723,PF04091,Pfam
Ca_10724,PF00346,Pfam
Ca_10725,PF10513,Pfam
Ca_10726,PF00067,Pfam
Ca_10727,PF00067,Pfam
Ca_10728,PF00067,Pfam
Ca_10729,PF00282,Pfam
Ca_10730,PF00400,Pfam
Ca_10730,PF08513,Pfam
Ca_10731,PF00224,Pfam
Ca_10731,PF02887,Pfam
Ca_10732,PF00270,Pfam
Ca_10733,PF14576,Pfam
Ca_10733,PF14577,Pfam
Ca_10734,PF01266,Pfam
Ca_10735,PF10536,Pfam
Ca_10736,PF01535,Pfam
Ca_10736,PF13812,Pfam
Ca_10737,PF02721,Pfam
Ca_10738,PF01535,Pfam
Ca_10738,PF13812,Pfam
Ca_10739,PF15477,Pfam
Ca_10740,PF00069,Pfam
Ca_10740,PF00481,Pfam
Ca_10743,PF11523,Pfam
Ca_10744,PF07714,Pfam
Ca_10744,PF14381,Pfam
Ca_10746,PF10551,Pfam
Ca_10747,PF01302,Pfam
Ca_10748,PF00892,Pfam
Ca_10748,PF03151,Pfam
Ca_10749,PF06113,Pfam
Ca_10750,PF01920,Pfam
Ca_10751,PF00651,Pfam
Ca_10751,PF12313,Pfam
Ca_10751,PF12796,Pfam
Ca_10753,PF01985,Pfam
Ca_10756,PF09366,Pfam
Ca_10757,PF01504,Pfam
Ca_10757,PF02493,Pfam
Ca_10758,PF01490,Pfam
Ca_10759,PF03151,Pfam
Ca_10760,PF00072,Pfam
Ca_10761,PF07859,Pfam
Ca_10763,PF13456,Pfam
Ca_10764,PF03016,Pfam
Ca_10765,PF13456,Pfam
Ca_10766,PF08159,Pfam
Ca_10767,PF13912,Pfam
Ca_10769,PF00067,Pfam
Ca_10771,PF13639,Pfam
Ca_10771,PF14369,Pfam
Ca_10774,PF03810,Pfam
Ca_10775,PF09713,Pfam
Ca_10777,PF13561,Pfam
Ca_10779,PF00268,Pfam
Ca_10780,PF00106,Pfam
Ca_10781,PF00397,Pfam
Ca_10782,PF00311,Pfam
Ca_10783,PF00311,Pfam
Ca_10784,PF05180,Pfam
Ca_10785,PF00462,Pfam
Ca_10786,PF01053,Pfam
Ca_10787,PF12717,Pfam
Ca_10787,PF12922,Pfam
Ca_10788,PF00170,Pfam
Ca_10789,PF13593,Pfam
Ca_10790,PF08513,Pfam
Ca_10791,PF13839,Pfam
Ca_10791,PF14416,Pfam
Ca_10792,PF04055,Pfam
Ca_10793,PF02892,Pfam
Ca_10794,PF00085,Pfam
Ca_10795,PF01490,Pfam
Ca_10798,PF00076,Pfam
Ca_10799,PF03966,Pfam
Ca_10800,PF01814,Pfam
Ca_10801,PF01648,Pfam
Ca_10803,PF00916,Pfam
Ca_10804,PF00583,Pfam
Ca_10805,PF01436,Pfam
Ca_10812,PF13561,Pfam
Ca_10813,PF13621,Pfam
Ca_10815,PF13621,Pfam
Ca_10816,PF01544,Pfam
Ca_10817,PF00425,Pfam
Ca_10818,PF00098,Pfam
Ca_10821,PF02582,Pfam
Ca_10823,PF00847,Pfam
Ca_10824,PF00855,Pfam
Ca_10825,PF01459,Pfam
Ca_10829,PF00081,Pfam
Ca_10829,PF02777,Pfam
Ca_10830,PF01329,Pfam
Ca_10833,PF00538,Pfam
Ca_10835,PF13639,Pfam
Ca_10837,PF00010,Pfam
Ca_10838,PF08646,Pfam
Ca_10840,PF00069,Pfam
Ca_10840,PF13646,Pfam
Ca_10841,PF00847,Pfam
Ca_10843,PF00847,Pfam
Ca_10844,PF13975,Pfam
Ca_10845,PF05057,Pfam
Ca_10846,PF12776,Pfam
Ca_10847,PF01553,Pfam
Ca_10847,PF12710,Pfam
Ca_10848,PF05116,Pfam
Ca_10848,PF08472,Pfam
Ca_10852,PF00488,Pfam
Ca_10854,PF00069,Pfam
Ca_10854,PF13499,Pfam
Ca_10856,PF00443,Pfam
Ca_10856,PF00917,Pfam
Ca_10856,PF12436,Pfam
Ca_10856,PF14533,Pfam
Ca_10857,PF02485,Pfam
Ca_10858,PF00076,Pfam
Ca_10860,PF01014,Pfam
Ca_10861,PF00069,Pfam
Ca_10861,PF00139,Pfam
Ca_10862,PF02861,Pfam
Ca_10863,PF00488,Pfam
Ca_10866,PF10536,Pfam
Ca_10868,PF00076,Pfam
Ca_10868,PF01535,Pfam
Ca_10868,PF12854,Pfam
Ca_10868,PF13041,Pfam
Ca_10869,PF01926,Pfam
Ca_10869,PF08701,Pfam
Ca_10871,PF14372,Pfam
Ca_10872,PF01126,Pfam
Ca_10873,PF00560,Pfam
Ca_10873,PF08263,Pfam
Ca_10874,PF00560,Pfam
Ca_10874,PF13504,Pfam
Ca_10875,PF00916,Pfam
Ca_10875,PF01080,Pfam
Ca_10877,PF00004,Pfam
Ca_10878,PF00957,Pfam
Ca_10878,PF13774,Pfam
Ca_10879,PF08326,Pfam
Ca_10880,PF00069,Pfam
Ca_10880,PF00560,Pfam
Ca_10880,PF08263,Pfam
Ca_10880,PF12799,Pfam
Ca_10880,PF13855,Pfam
Ca_10881,PF12552,Pfam
Ca_10881,PF14309,Pfam
Ca_10884,PF00888,Pfam
Ca_10885,PF00562,Pfam
Ca_10885,PF04560,Pfam
Ca_10885,PF04561,Pfam
Ca_10885,PF04563,Pfam
Ca_10885,PF04565,Pfam
Ca_10886,PF04997,Pfam
Ca_10887,PF00623,Pfam
Ca_10887,PF04983,Pfam
Ca_10887,PF04997,Pfam
Ca_10888,PF00318,Pfam
Ca_10888,PF04998,Pfam
Ca_10889,PF00119,Pfam
Ca_10890,PF00119,Pfam
Ca_10892,PF01725,Pfam
Ca_10893,PF00544,Pfam
Ca_10894,PF00248,Pfam
Ca_10898,PF00108,Pfam
Ca_10898,PF02803,Pfam
Ca_10899,PF13639,Pfam
Ca_10901,PF11904,Pfam
Ca_10901,PF12796,Pfam
Ca_10902,PF11904,Pfam
Ca_10902,PF12796,Pfam
Ca_10904,PF01636,Pfam
Ca_10904,PF03109,Pfam
Ca_10905,PF10604,Pfam
Ca_10906,PF00320,Pfam
Ca_10907,PF01169,Pfam
Ca_10908,PF02485,Pfam
Ca_10909,PF00690,Pfam
Ca_10911,PF03195,Pfam
Ca_10913,PF02110,Pfam
Ca_10914,PF03018,Pfam
Ca_10915,PF03018,Pfam
Ca_10916,PF03348,Pfam
Ca_10917,PF00847,Pfam
Ca_10918,PF02902,Pfam
Ca_10919,PF02902,Pfam
Ca_10920,PF01201,Pfam
Ca_10921,PF12998,Pfam
Ca_10923,PF06212,Pfam
Ca_10924,PF00004,Pfam
Ca_10924,PF01434,Pfam
Ca_10926,PF02362,Pfam
Ca_10927,PF04422,Pfam
Ca_10927,PF04432,Pfam
Ca_10928,PF00743,Pfam
Ca_10930,PF05060,Pfam
Ca_10931,PF00083,Pfam
Ca_10934,PF00107,Pfam
Ca_10936,PF00168,Pfam
Ca_10936,PF01764,Pfam
Ca_10937,PF02966,Pfam
Ca_10938,PF00854,Pfam
Ca_10939,PF14541,Pfam
Ca_10939,PF14543,Pfam
Ca_10940,PF01535,Pfam
Ca_10940,PF12854,Pfam
Ca_10940,PF13041,Pfam
Ca_10941,PF00999,Pfam
Ca_10942,PF02136,Pfam
Ca_10942,PF14259,Pfam
Ca_10943,PF00168,Pfam
Ca_10944,PF00330,Pfam
Ca_10945,PF00488,Pfam
Ca_10945,PF01541,Pfam
Ca_10945,PF01624,Pfam
Ca_10947,PF12043,Pfam
Ca_10948,PF06203,Pfam
Ca_10949,PF00400,Pfam
Ca_10949,PF08606,Pfam
Ca_10950,PF07534,Pfam
Ca_10951,PF00189,Pfam
Ca_10951,PF07650,Pfam
Ca_10952,PF00573,Pfam
Ca_10952,PF14374,Pfam
Ca_10953,PF13202,Pfam
Ca_10953,PF13414,Pfam
Ca_10954,PF04281,Pfam
Ca_10955,PF00036,Pfam
Ca_10955,PF13499,Pfam
Ca_10956,PF00076,Pfam
Ca_10957,PF00076,Pfam
Ca_10958,PF00076,Pfam
Ca_10959,PF00076,Pfam
Ca_10961,PF00909,Pfam
Ca_10962,PF00249,Pfam
Ca_10964,PF00436,Pfam
Ca_10965,PF03767,Pfam
Ca_10966,PF01652,Pfam
Ca_10968,PF04819,Pfam
Ca_10969,PF04045,Pfam
Ca_10971,PF05664,Pfam
Ca_10973,PF00917,Pfam
Ca_10974,PF00917,Pfam
Ca_10976,PF01590,Pfam
Ca_10977,PF03479,Pfam
Ca_10978,PF05739,Pfam
Ca_10979,PF05003,Pfam
Ca_10979,PF11961,Pfam
Ca_10981,PF00176,Pfam
Ca_10981,PF00271,Pfam
Ca_10981,PF08797,Pfam
Ca_10981,PF13920,Pfam
Ca_10982,PF00378,Pfam
Ca_10983,PF00010,Pfam
Ca_10984,PF13639,Pfam
Ca_10985,PF00847,Pfam
Ca_10986,PF12776,Pfam
Ca_10987,PF00149,Pfam
Ca_10988,PF00083,Pfam
Ca_10989,PF00875,Pfam
Ca_10989,PF03441,Pfam
Ca_10990,PF00249,Pfam
Ca_10991,PF13516,Pfam
Ca_10991,PF13943,Pfam
Ca_10992,PF00056,Pfam
Ca_10992,PF02866,Pfam
Ca_10993,PF05553,Pfam
Ca_10994,PF00415,Pfam
Ca_10994,PF01363,Pfam
Ca_10994,PF08381,Pfam
Ca_10995,PF03479,Pfam
Ca_10996,PF00248,Pfam
Ca_10997,PF04852,Pfam
Ca_10998,PF04852,Pfam
Ca_10999,PF03141,Pfam
Ca_11000,PF04147,Pfam
Ca_11001,PF00295,Pfam
Ca_11002,PF00069,Pfam
Ca_11002,PF00433,Pfam
Ca_11003,PF00400,Pfam
Ca_11004,PF00069,Pfam
Ca_11005,PF01535,Pfam
Ca_11005,PF12854,Pfam
Ca_11005,PF13041,Pfam
Ca_11006,PF01512,Pfam
Ca_11006,PF10531,Pfam
Ca_11006,PF10589,Pfam
Ca_11007,PF00854,Pfam
Ca_11009,PF00854,Pfam
Ca_11010,PF00295,Pfam
Ca_11011,PF00854,Pfam
Ca_11012,PF01381,Pfam
Ca_11012,PF02560,Pfam
Ca_11014,PF00076,Pfam
Ca_11014,PF10551,Pfam
Ca_11014,PF14259,Pfam
Ca_11015,PF03105,Pfam
Ca_11015,PF03124,Pfam
Ca_11017,PF12937,Pfam
Ca_11018,PF00786,Pfam
Ca_11019,PF08718,Pfam
Ca_11021,PF07727,Pfam
Ca_11022,PF00481,Pfam
Ca_11025,PF00515,Pfam
Ca_11025,PF13414,Pfam
Ca_11026,PF00612,Pfam
Ca_11026,PF13178,Pfam
Ca_11027,PF00083,Pfam
Ca_11029,PF00295,Pfam
Ca_11031,PF10155,Pfam
Ca_11032,PF05703,Pfam
Ca_11032,PF08458,Pfam
Ca_11033,PF05699,Pfam
Ca_11034,PF12481,Pfam
Ca_11035,PF12796,Pfam
Ca_11036,PF02170,Pfam
Ca_11036,PF02171,Pfam
Ca_11036,PF08699,Pfam
Ca_11037,PF00830,Pfam
Ca_11038,PF01535,Pfam
Ca_11038,PF13041,Pfam
Ca_11038,PF13812,Pfam
Ca_11040,PF04909,Pfam
Ca_11042,PF13499,Pfam
Ca_11047,PF01694,Pfam
Ca_11048,PF00400,Pfam
Ca_11049,PF00081,Pfam
Ca_11049,PF02777,Pfam
Ca_11051,PF04720,Pfam
Ca_11053,PF08392,Pfam
Ca_11053,PF08541,Pfam
Ca_11056,PF00069,Pfam
Ca_11056,PF03822,Pfam
Ca_11057,PF01535,Pfam
Ca_11057,PF13041,Pfam
Ca_11058,PF00326,Pfam
Ca_11059,PF13041,Pfam
Ca_11060,PF01535,Pfam
Ca_11060,PF13041,Pfam
Ca_11061,PF00665,Pfam
Ca_11065,PF00069,Pfam
Ca_11065,PF01476,Pfam
Ca_11066,PF02309,Pfam
Ca_11068,PF14576,Pfam
Ca_11068,PF14577,Pfam
Ca_11070,PF01028,Pfam
Ca_11070,PF02919,Pfam
Ca_11070,PF14370,Pfam
Ca_11071,PF02458,Pfam
Ca_11072,PF02458,Pfam
Ca_11073,PF02458,Pfam
Ca_11074,PF13086,Pfam
Ca_11074,PF13087,Pfam
Ca_11075,PF01722,Pfam
Ca_11076,PF02219,Pfam
Ca_11078,PF00237,Pfam
Ca_11079,PF01535,Pfam
Ca_11079,PF13041,Pfam
Ca_11081,PF03552,Pfam
Ca_11081,PF14570,Pfam
Ca_11082,PF03552,Pfam
Ca_11082,PF14570,Pfam
Ca_11084,PF01156,Pfam
Ca_11085,PF00149,Pfam
Ca_11087,PF01535,Pfam
Ca_11087,PF13041,Pfam
Ca_11087,PF14432,Pfam
Ca_11089,PF14541,Pfam
Ca_11089,PF14543,Pfam
Ca_11090,PF06325,Pfam
Ca_11091,PF01546,Pfam
Ca_11091,PF07687,Pfam
Ca_11092,PF00808,Pfam
Ca_11093,PF00759,Pfam
Ca_11094,PF13086,Pfam
Ca_11094,PF13087,Pfam
Ca_11095,PF03372,Pfam
Ca_11096,PF00134,Pfam
Ca_11098,PF03999,Pfam
Ca_11101,PF00063,Pfam
Ca_11101,PF00612,Pfam
Ca_11103,PF00141,Pfam
Ca_11104,PF03634,Pfam
Ca_11105,PF03634,Pfam
Ca_11107,PF00083,Pfam
Ca_11108,PF14932,Pfam
Ca_11109,PF00892,Pfam
Ca_11110,PF00319,Pfam
Ca_11110,PF01486,Pfam
Ca_11111,PF00009,Pfam
Ca_11111,PF00679,Pfam
Ca_11111,PF03144,Pfam
Ca_11111,PF14492,Pfam
Ca_11112,PF12656,Pfam
Ca_11113,PF02373,Pfam
Ca_11113,PF02375,Pfam
Ca_11114,PF00226,Pfam
Ca_11114,PF13459,Pfam
Ca_11115,PF01535,Pfam
Ca_11115,PF13041,Pfam
Ca_11116,PF00067,Pfam
Ca_11119,PF00063,Pfam
Ca_11119,PF00612,Pfam
Ca_11119,PF01843,Pfam
Ca_11119,PF02736,Pfam
Ca_11120,PF00855,Pfam
Ca_11121,PF01476,Pfam
Ca_11122,PF00759,Pfam
Ca_11123,PF13920,Pfam
Ca_11124,PF00010,Pfam
Ca_11127,PF00891,Pfam
Ca_11127,PF08100,Pfam
Ca_11128,PF00891,Pfam
Ca_11128,PF08100,Pfam
Ca_11129,PF00076,Pfam
Ca_11130,PF00909,Pfam
Ca_11131,PF04819,Pfam
Ca_11132,PF01529,Pfam
Ca_11134,PF00153,Pfam
Ca_11135,PF00083,Pfam
Ca_11136,PF00016,Pfam
Ca_11136,PF02788,Pfam
Ca_11137,PF00067,Pfam
Ca_11138,PF03016,Pfam
Ca_11140,PF03000,Pfam
Ca_11141,PF12579,Pfam
Ca_11142,PF00462,Pfam
Ca_11142,PF00610,Pfam
Ca_11142,PF04784,Pfam
Ca_11143,PF00079,Pfam
Ca_11144,PF02362,Pfam
Ca_11145,PF02362,Pfam
Ca_11146,PF02362,Pfam
Ca_11147,PF02362,Pfam
Ca_11148,PF02362,Pfam
Ca_11149,PF00856,Pfam
Ca_11149,PF02182,Pfam
Ca_11149,PF05033,Pfam
Ca_11150,PF00160,Pfam
Ca_11151,PF00176,Pfam
Ca_11151,PF00271,Pfam
Ca_11152,PF00096,Pfam
Ca_11153,PF00400,Pfam
Ca_11154,PF00249,Pfam
Ca_11155,PF03407,Pfam
Ca_11156,PF07649,Pfam
Ca_11157,PF03110,Pfam
Ca_11159,PF08311,Pfam
Ca_11160,PF00642,Pfam
Ca_11161,PF00365,Pfam
Ca_11162,PF01535,Pfam
Ca_11162,PF12854,Pfam
Ca_11162,PF13041,Pfam
Ca_11162,PF13812,Pfam
Ca_11163,PF00170,Pfam
Ca_11164,PF05903,Pfam
Ca_11165,PF00004,Pfam
Ca_11166,PF05055,Pfam
Ca_11167,PF13450,Pfam
Ca_11168,PF03107,Pfam
Ca_11168,PF07649,Pfam
Ca_11169,PF00501,Pfam
Ca_11170,PF00067,Pfam
Ca_11171,PF00503,Pfam
Ca_11172,PF08041,Pfam
Ca_11173,PF02362,Pfam
Ca_11174,PF00787,Pfam
Ca_11174,PF02194,Pfam
Ca_11174,PF08628,Pfam
Ca_11175,PF00560,Pfam
Ca_11177,PF03171,Pfam
Ca_11177,PF14226,Pfam
Ca_11178,PF01118,Pfam
Ca_11178,PF02774,Pfam
Ca_11180,PF00069,Pfam
Ca_11184,PF01535,Pfam
Ca_11184,PF12854,Pfam
Ca_11184,PF13041,Pfam
Ca_11185,PF07816,Pfam
Ca_11186,PF07651,Pfam
Ca_11187,PF04535,Pfam
Ca_11188,PF01535,Pfam
Ca_11188,PF13041,Pfam
Ca_11189,PF06454,Pfam
Ca_11190,PF03171,Pfam
Ca_11190,PF14226,Pfam
Ca_11191,PF00249,Pfam
Ca_11192,PF00249,Pfam
Ca_11193,PF00191,Pfam
Ca_11194,PF00149,Pfam
Ca_11195,PF12706,Pfam
Ca_11196,PF13532,Pfam
Ca_11197,PF13532,Pfam
Ca_11198,PF12333,Pfam
Ca_11199,PF04000,Pfam
Ca_11201,PF00117,Pfam
Ca_11202,PF00722,Pfam
Ca_11202,PF06955,Pfam
Ca_11203,PF03188,Pfam
Ca_11204,PF02458,Pfam
Ca_11205,PF02458,Pfam
Ca_11206,PF02458,Pfam
Ca_11207,PF00800,Pfam
Ca_11208,PF02458,Pfam
Ca_11209,PF02458,Pfam
Ca_11210,PF02458,Pfam
Ca_11211,PF02458,Pfam
Ca_11212,PF02458,Pfam
Ca_11214,PF00475,Pfam
Ca_11215,PF01926,Pfam
Ca_11215,PF07650,Pfam
Ca_11216,PF01336,Pfam
Ca_11217,PF12923,Pfam
Ca_11219,PF00179,Pfam
Ca_11220,PF00010,Pfam
Ca_11220,PF14215,Pfam
Ca_11221,PF01190,Pfam
Ca_11221,PF04554,Pfam
Ca_11222,PF00800,Pfam
Ca_11224,PF01190,Pfam
Ca_11225,PF01095,Pfam
Ca_11227,PF00069,Pfam
Ca_11227,PF00560,Pfam
Ca_11227,PF08263,Pfam
Ca_11227,PF12799,Pfam
Ca_11228,PF00954,Pfam
Ca_11228,PF01453,Pfam
Ca_11228,PF07714,Pfam
Ca_11229,PF04640,Pfam
Ca_11230,PF00076,Pfam
Ca_11231,PF00134,Pfam
Ca_11231,PF02984,Pfam
Ca_11232,PF03791,Pfam
Ca_11233,PF13839,Pfam
Ca_11236,PF00982,Pfam
Ca_11236,PF02358,Pfam
Ca_11237,PF05183,Pfam
Ca_11239,PF05183,Pfam
Ca_11240,PF00650,Pfam
Ca_11241,PF00072,Pfam
Ca_11241,PF00249,Pfam
Ca_11243,PF00350,Pfam
Ca_11243,PF01031,Pfam
Ca_11243,PF02212,Pfam
Ca_11244,PF07058,Pfam
Ca_11245,PF07521,Pfam
Ca_11245,PF10996,Pfam
Ca_11246,PF00333,Pfam
Ca_11246,PF03719,Pfam
Ca_11247,PF13639,Pfam
Ca_11248,PF13639,Pfam
Ca_11249,PF03331,Pfam
Ca_11250,PF05206,Pfam
Ca_11250,PF05253,Pfam
Ca_11250,PF11722,Pfam
Ca_11251,PF11916,Pfam
Ca_11251,PF12755,Pfam
Ca_11252,PF00023,Pfam
Ca_11252,PF12796,Pfam
Ca_11252,PF13962,Pfam
Ca_11253,PF13499,Pfam
Ca_11254,PF00930,Pfam
Ca_11254,PF07676,Pfam
Ca_11255,PF07676,Pfam
Ca_11256,PF00293,Pfam
Ca_11257,PF00641,Pfam
Ca_11258,PF03171,Pfam
Ca_11258,PF14226,Pfam
Ca_11259,PF04438,Pfam
Ca_11260,PF05042,Pfam
Ca_11262,PF05042,Pfam
Ca_11263,PF06200,Pfam
Ca_11263,PF09425,Pfam
Ca_11265,PF11573,Pfam
Ca_11266,PF00332,Pfam
Ca_11266,PF07983,Pfam
Ca_11267,PF01221,Pfam
Ca_11268,PF01138,Pfam
Ca_11268,PF03725,Pfam
Ca_11270,PF00931,Pfam
Ca_11271,PF03328,Pfam
Ca_11272,PF07714,Pfam
Ca_11273,PF00514,Pfam
Ca_11275,PF01071,Pfam
Ca_11275,PF02843,Pfam
Ca_11275,PF02844,Pfam
Ca_11276,PF00116,Pfam
Ca_11276,PF02790,Pfam
Ca_11277,PF11705,Pfam
Ca_11278,PF12854,Pfam
Ca_11278,PF13041,Pfam
Ca_11280,PF00168,Pfam
Ca_11281,PF00407,Pfam
Ca_11283,PF10250,Pfam
Ca_11284,PF00069,Pfam
Ca_11284,PF13947,Pfam
Ca_11285,PF00106,Pfam
Ca_11285,PF13947,Pfam
Ca_11286,PF00067,Pfam
Ca_11287,PF00270,Pfam
Ca_11287,PF00271,Pfam
Ca_11287,PF00293,Pfam
Ca_11288,PF01535,Pfam
Ca_11289,PF03547,Pfam
Ca_11293,PF00407,Pfam
Ca_11294,PF08450,Pfam
Ca_11295,PF01729,Pfam
Ca_11295,PF02749,Pfam
Ca_11296,PF14009,Pfam
Ca_11297,PF13520,Pfam
Ca_11297,PF13906,Pfam
Ca_11298,PF00118,Pfam
Ca_11299,PF11805,Pfam
Ca_11300,PF00403,Pfam
Ca_11301,PF00892,Pfam
Ca_11302,PF00892,Pfam
Ca_11303,PF00763,Pfam
Ca_11303,PF02882,Pfam
Ca_11304,PF04752,Pfam
Ca_11307,PF00892,Pfam
Ca_11307,PF03151,Pfam
Ca_11308,PF00096,Pfam
Ca_11308,PF13894,Pfam
Ca_11309,PF00501,Pfam
Ca_11310,PF00657,Pfam
Ca_11311,PF00657,Pfam
Ca_11312,PF00657,Pfam
Ca_11314,PF05911,Pfam
Ca_11315,PF00355,Pfam
Ca_11315,PF08417,Pfam
Ca_11316,PF00651,Pfam
Ca_11317,PF00171,Pfam
Ca_11318,PF14541,Pfam
Ca_11319,PF00168,Pfam
Ca_11319,PF00514,Pfam
Ca_11320,PF01490,Pfam
Ca_11321,PF00295,Pfam
Ca_11322,PF03141,Pfam
Ca_11323,PF00515,Pfam
Ca_11323,PF13414,Pfam
Ca_11326,PF00069,Pfam
Ca_11327,PF00076,Pfam
Ca_11327,PF00098,Pfam
Ca_11327,PF00160,Pfam
Ca_11328,PF08729,Pfam
Ca_11329,PF00319,Pfam
Ca_11329,PF01486,Pfam
Ca_11330,PF00533,Pfam
Ca_11330,PF12738,Pfam
Ca_11331,PF02291,Pfam
Ca_11332,PF01513,Pfam
Ca_11333,PF01535,Pfam
Ca_11333,PF13041,Pfam
Ca_11334,PF00069,Pfam
Ca_11336,PF01842,Pfam
Ca_11337,PF00646,Pfam
Ca_11337,PF13516,Pfam
Ca_11338,PF00226,Pfam
Ca_11338,PF14308,Pfam
Ca_11339,PF00071,Pfam
Ca_11341,PF03514,Pfam
Ca_11342,PF00929,Pfam
Ca_11343,PF01803,Pfam
Ca_11345,PF03083,Pfam
Ca_11346,PF03016,Pfam
Ca_11347,PF12937,Pfam
Ca_11348,PF12937,Pfam
Ca_11349,PF03547,Pfam
Ca_11350,PF03405,Pfam
Ca_11352,PF01501,Pfam
Ca_11353,PF00808,Pfam
Ca_11355,PF03587,Pfam
Ca_11357,PF00808,Pfam
Ca_11358,PF08718,Pfam
Ca_11359,PF00069,Pfam
Ca_11359,PF00560,Pfam
Ca_11359,PF08263,Pfam
Ca_11359,PF13855,Pfam
Ca_11360,PF00083,Pfam
Ca_11362,PF00847,Pfam
Ca_11363,PF00179,Pfam
Ca_11364,PF08245,Pfam
Ca_11365,PF00010,Pfam
Ca_11366,PF03083,Pfam
Ca_11367,PF00004,Pfam
Ca_11367,PF01434,Pfam
Ca_11368,PF10604,Pfam
Ca_11369,PF00226,Pfam
Ca_11369,PF11926,Pfam
Ca_11370,PF00027,Pfam
Ca_11370,PF00520,Pfam
Ca_11371,PF01564,Pfam
Ca_11372,PF01182,Pfam
Ca_11373,PF01182,Pfam
Ca_11374,PF00400,Pfam
Ca_11375,PF00481,Pfam
Ca_11376,PF00069,Pfam
Ca_11377,PF00069,Pfam
Ca_11377,PF13947,Pfam
Ca_11378,PF13947,Pfam
Ca_11381,PF13947,Pfam
Ca_11382,PF00069,Pfam
Ca_11382,PF13947,Pfam
Ca_11383,PF00069,Pfam
Ca_11383,PF13947,Pfam
Ca_11384,PF00069,Pfam
Ca_11384,PF07645,Pfam
Ca_11384,PF08488,Pfam
Ca_11384,PF13947,Pfam
Ca_11387,PF03171,Pfam
Ca_11387,PF14226,Pfam
Ca_11388,PF07714,Pfam
Ca_11389,PF13947,Pfam
Ca_11391,PF13947,Pfam
Ca_11392,PF00069,Pfam
Ca_11393,PF07714,Pfam
Ca_11394,PF13947,Pfam
Ca_11396,PF00070,Pfam
Ca_11396,PF00310,Pfam
Ca_11396,PF01493,Pfam
Ca_11396,PF01645,Pfam
Ca_11396,PF04898,Pfam
Ca_11396,PF07992,Pfam
Ca_11396,PF14691,Pfam
Ca_11397,PF04178,Pfam
Ca_11398,PF01925,Pfam
Ca_11399,PF05383,Pfam
Ca_11399,PF08777,Pfam
Ca_11399,PF14259,Pfam
Ca_11400,PF00249,Pfam
Ca_11401,PF13593,Pfam
Ca_11402,PF01063,Pfam
Ca_11403,PF00790,Pfam
Ca_11403,PF03127,Pfam
Ca_11404,PF01241,Pfam
Ca_11407,PF01565,Pfam
Ca_11407,PF04030,Pfam
Ca_11408,PF00069,Pfam
Ca_11409,PF00230,Pfam
Ca_11410,PF00230,Pfam
Ca_11411,PF03016,Pfam
Ca_11413,PF00847,Pfam
Ca_11414,PF07575,Pfam
Ca_11415,PF00415,Pfam
Ca_11416,PF08551,Pfam
Ca_11417,PF00320,Pfam
Ca_11418,PF01138,Pfam
Ca_11420,PF00069,Pfam
Ca_11422,PF02190,Pfam
Ca_11423,PF00551,Pfam
Ca_11424,PF01490,Pfam
Ca_11425,PF01490,Pfam
Ca_11426,PF02130,Pfam
Ca_11426,PF08282,Pfam
Ca_11427,PF00579,Pfam
Ca_11428,PF00579,Pfam
Ca_11429,PF03386,Pfam
Ca_11430,PF04542,Pfam
Ca_11430,PF04545,Pfam
Ca_11431,PF01490,Pfam
Ca_11432,PF05057,Pfam
Ca_11432,PF12394,Pfam
Ca_11435,PF00060,Pfam
Ca_11435,PF00497,Pfam
Ca_11437,PF00830,Pfam
Ca_11439,PF03169,Pfam
Ca_11440,PF00566,Pfam
Ca_11441,PF01535,Pfam
Ca_11441,PF13041,Pfam
